the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
0101000020E6100000BBF2599E078052C0158F8B6A115B4440,,148413,,,James Madison Plaza,,,Madison Street,New York,Manhattan,1,10038,40.711469,-74.000465,984121,198484,,1001150001,103,1,2700,MN27,0101000020110F00005DD643859F6C5FC1E492EC0665F55241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000A1F7C610007A52C0410C74ED0B6A4440,,135011,,,Rocks And Roots Park,,,Fulton Avenue,Bronx,Bronx,2,10456,40.828489,-73.906254,1010194,241132,,2026080058,203,16,18500,BX35,0101000020110F00007931F3A361625FC1ED849D2931065341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000008EACFC32187B52C0D2FC31AD4D6B4440,,74953,,,Martin Luther King Memorial Pk,,,Shakespeare Avenue,Bronx,Bronx,2,10452,40.838308,-73.923352,1005459,244705,,2025170100,204,16,21100,BX26,0101000020110F00002876C0793D645FC1355485539A075341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000FE9AAC510F7E52C0D40CA9A2785F4440,,82899,,NYCDPR: M289,East River Esplanade,,,,New York,Manhattan,1,10016,40.745869,-73.969685,992650.0553,211018.2236,,,106,4,8601,MN19,0101000020110F00004C10C6EA46695FC1178BB85654FA5241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 1.705,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000001C9947FE607D52C0295B24ED465F4440,,150473,,,Gantry Plaza,,,,,Queens,4,,40.744352,-73.959045,995598.4131,210466.8447,,,402,26,100,QN31,0101000020110F0000733AA7CE1E685FC1A1D6499D1CFA5241,Parks and Plazas,Parks,State Park,,,,,,,,Public,"NYS Office of Parks, Recreation and Historic Preservation",NYSOPRHP,NYSOPRHP: State,"NYS Office of Parks, Recreation and Historic Preservation",NYSOPRHP,,NYSOPRHP,NYSOPRHP: State Park Facility Points,NYSOPRHP: https://data.ny.gov/Recreation/State-Park-Facility-Points/9uuk-x7vh,NYSOPRHP: 2016-02-04,nysparks_facilities_parks,"Parks, Gardens, and Historical Sites"
0101000020E610000050A6D1E4628A52C0D88349F1F1474440,,55416,,,La Tourette Park & Golfcourse,,,Cicero Avenue,Staten Island,Staten Island,5,10308,40.562071,-74.162286,939158,144096,,5055590001,503,51,27900,SI24,0101000020110F0000BA2D78FA367E5FC16A386C10FEDF5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000541F48DE398552C0F9872D3D9A4A4440,,112153,,,South Beach State Park,541,Seaview Avenue,541 Seaview Avenue,Staten Is,Staten Is,,10305,40.582832,-74.081657,961568.3068,151628.5892,5111289,5033550001,502,50,7000,SI36,0101000020110F0000AC2F661573755FC1A3E742B6F6E25241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000325A4755137C52C0444FCAA486664440,,164351,,,East Harlem Art Park,171,East  120 Street,171 East  120 Street,New York,Manhattan,1,10035,40.800984,-73.93868,1001227,231103,,1017690029,111,8,19600,MN34,0101000020110F00007E1E480DE8655FC154EA3AC13D025341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000B3B45373B97C52C00F7C0C569C684440,,129420,,NYCDPR: M077,St. Nicholas Park,48,St Nicholas Avenue,48 St Nicholas Avenue,New York,Manhattan,1,10031,40.817271,-73.948819,998416.4267,237035.2878,,1019570140,109,9,21703,MN06,0101000020110F0000CDD30D3802675FC1F0842A9B94045341,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 22.703,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000DF88EE59D77E52C0CFF9298E03634440,,78986,,,Richard Tucker Park,120,Columbus Avenue,120 Columbus Avenue,New York,Manhattan,1,10023,40.773546,-73.981894,989265,221101,,,107,6,14900,MN14,0101000020110F00009DF126B19A6A5FC12BF76E3A4DFE5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000008D7F9F71E17F52C076E107E7535B4440,,112293,,,Kimlau Square.Park,427-55,Park Row,427-55 Park Row,New York,Manhattan,1,10038,40.713498,-73.998135,984767,199223,,1001170100,103,1,2700,MN27,0101000020110F00001F724DAD5E6C5FC10170B485AFF55241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000E4BD6A65C27B52C056D3F544D76D4440,"133970;137114",133966,,,Fort Tryon Park,,,Ft Washington Avenue,New York,Manhattan,1,10040,40.858132,-73.93374,1002579,251925,,"1021790600;1021800583;1021800629",112,10,28100,MN35,0101000020110F00000FF282925E655FC15B377FA8730A5341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000FDBE7FF3E26F52C03140A20914534440,,171123,,,Idlewild Park,230-11,Rockaway Boulevard,230-11 Rockaway Boulevard,Springfield Gardens,Queens,4,11413,40.649049,-73.748227,1054115,175843,,4137910002,413,31,66400,QN05,0101000020110F00005724E6C433515FC132BE885E72EC5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000000518963FDF7952C00DE4D9E55B6D4440,109998,109990,,,Walton Ave Ab Park,2096,Morris Avenue,2096 Morris Avenue,Bronx,Bronx,2,10453,40.854367,-73.904251,1010738,250561,,"2031690020;2031690026",205,14,24100,BX41,0101000020110F0000178BAEE529625FC103D52F20E9095341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000E0490B97557F52C09C33A2B4375A4440,,165572,,,Park,2,Washington Street,2 Washington Street,Brooklyn,Brooklyn,3,11201,40.704825,-73.989599,987133.8405,196063.3715,,3000160017,302,33,2100,BK38,0101000020110F0000FCF8041F716B5FC16918591B71F45241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000082C64CA25E8052C06405BF0D315C4440,,160913,,,Beach Street Park/Tribeca Park,256,West Broadway,256 West Broadway,New York,Manhattan,1,10013,40.720247,-74.005776,982649,201682,,1001900053,101,1,3300,MN24,0101000020110F000038873453336D5FC1E8766F54A7F65241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000C904FC1A498652C09DF4BEF1B5494440,,164696,,,IS 2 Playground/Midland Field,,,Midland Avenue,Staten Island,Staten Island,5,10306,40.575865,-74.098212,956967,149095,,5037320051,502,50,11202,SI45,0101000020110F0000D244A0CE3F775FC14EFE346DF7E15241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000C460FE0A998052C0207A5226355A4440,,113763,,,Hanover Square Park,,,Beaver Street,New York,Manhattan,1,10004,40.704747,-74.009341,981660,196035,,1000280028,101,1,700,MN25,0101000020110F00009236DC89966D5FC11C7E4D3E6EF45241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000E6C93505327652C0077B1343725C4440,,162150,,NYCDPR: Q207,MacDonald Park,,,,Forest Hills,Queens,4,11375,40.722237,-73.846803,1026714.3248,202444.1753,,,406,29,71100,QN17,0101000020110F0000FB4C6D20EB5B5FC12BAE1C67F0F65241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 1.872,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000E23C9CC0747C52C0ACE5CE4C30644440,,160877,,,Stanley M Isaacs Park,1840,1 Avenue,1840 1 Avenue,New York,Manhattan,1,10128,40.782724,-73.944626,999585,224449,,1015730101,108,5,15200,MN32,0101000020110F000026FB3E878D665FC1A4599A889EFF5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000E0A128D0278C52C0B1A371A8DF434440,,165807,,,Huguenot Ponds Park  R131,,,Comely Street,Staten Island,Staten Island,5,10312,40.530263,-74.18993,931452,132523,,5065770046,503,51,17600,SI01,0101000020110F00006E94B14E38815FC1988F662171DB5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000019AC38D55A7D52C07F68E6C935614440,,180099,,,Twenty Four Sycamores Park,501,East 60 Street,501 East 60 Street,New York,Manhattan,1,10022,40.759454,-73.958669,995700,215969,,1014740021,108,5,10602,MN31,0101000020110F0000176BDC5714685FC11312AB6A47FC5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000E65DF580797252C01C959BA8A5554440,,78908,,,Baisley Pond Park,150,Street,150 Street,Jamaica,Queens,4,11434,40.669118,-73.788666,1042876.0378,183124.9885,4586369,4121180001,412,28,29400,QN02,0101000020110F0000AB866D2E99555FC1B8EE0F9E52EF5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000008BFCFA21367E52C0BE9F1A2FDD5C4440,"121784;55340",113303,,,East River Park,,,Grand Street,New York,Manhattan,1,10002,40.7255,-73.972054,991996,203597,,"1002430001;1002620025;1003160114",103,2,2400,MN28,0101000020110F00002CF096D888695FC193C5A13968F75241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000000FB8AE98117E52C01EDFDE35E85F4440,,157329,,,Ralph J. Bunche Park,741,1 Avenue,741 1 Avenue,New York,Manhattan,1,10017,40.749274,-73.969824,992611,212259,,1013350023,106,4,8800,MN19,0101000020110F00007C6612C94A695FC1BE548C6BD1FA5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000002524D236FE8052C0D5D0066003584440,,116546,,,South Battery,1,Governors Island,1 Governors Island,New York,Manhattan,1,10004,40.687603,-74.015516,979947.0001,189789.0001,,1000010010,101,1,500,MN99,0101000020110F00001BAE5263426E5FC1467C86F3F8F15241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 0.500,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
0101000020E6100000438F183DB77652C0518369183E5E4440,,50200,,NYCDPR: Q357B01,Barrier Playground,,,,Forest Hills,Queens,4,11375,40.73627,-73.854934,1024452.2253,207552.8699,,,406,29,71900,QN17,0101000020110F0000FD104F69CD5C5FC17DFBF6C1F3F85241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 1.033,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000EBC4E578058152C0D39FFD4811514440,,157552,,NYCDPR: B052,Leif Ericson Park,,,,Brooklyn,Brooklyn,3,11220,40.63334,-74.015959,979820.5505,170019.4907,,,310,43,12600,BK31,0101000020110F0000160374B74E6E5FC16634D23932EA5241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 13.494,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
